cleaned,sentiment,sentiment_label_values
rt breaking the uk looks to be winning the battle against monkeypox with leading infectious disease expert describing the ,neutral,0
breaking the uk looks to be winning the battle against monkeypox with leading infectious disease expert describing the situation as very positive as cases continue to fall monkeypox uk health ,positive,1
rt all patients matters sinomusanothando drthandekamazibuko blackwomeninoncology womenofmagnitude menofmagnitude he ,neutral,0
 teachers too this really has been an eye opening time for health and safety in schools covid longcovid ,neutral,0
 covid covid germany new german covid rules go into force as infections rise in colder months ,neutral,0
 covid increasing and on top of flu spells bad news for health care capability my main take personal responsibility touted as key libertarians uk nhs under resourced current uk govt need to go fast boosters good idea avoid crowds ,neutral,0
 scientificresearch the prevalence of insomnia in different covid policy phases longitudinal evidence from covid science health medical study research covid sarscov ,neutral,0
 sask health refunds covid testing costs drops disciplinary actions for nurses news canada nurses vaccinemandates hospitalizations saskatchewan sk covid covid antilockdown lockdowns healthcare health covidvaccine ,neutral,0
 monkeypox eradication unlikely in the as virus could spread indefinitely says health ,neutral,0
this week air canada released statement reacting to fed govt decision to end covid health measures air canada welcomes the removal of these restrictions acknowledging that air travel is safe amp that the measures were not justified by science destroyed ppls lives for what ,neutral,0
 scientificresearch alarm fatigue and moral distress in icu nurses in covid pandemic covid science health medical study research covid sarscov ,negative,-1
 really do you read your tweets what is stress it part of person mental health strokes are normally caused by blood clot interrupting brain activity covid is vascular disease join the dots ,neutral,0
check out my gig on fiverr do social work nursing research healthcare sociology and psychology research arstot arsenal liverpool lunc uk sydney covid australia uae canada,neutral,0
the latest the health and safety daily thanks to covid covid,positive,1
i ve had covid jabs amp decided won have anymore my health as declined since having the jabs with common symptoms to others ve spoken too it personal choice but done will you be having your booster this year,neutral,0
the effects of flu and covid can be more serious if you have health condition like heart disease or diabetes the free flu vaccine and covid booster can boostyourimmunity this winter find out more and how to book ,positive,1
 covidisntover neither is longcovid just interacted with bank employee was masked she was behind plexiglass she contracted covid last month amp has ongoing serious hearing tinnitus issues wearamask your health authorities have abdicated their responsibilities ,neutral,0
